title,country,points,price,province,variety,category,flavor_categories_taste_notes
Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Germany,97,775,Rheingau,Riesling,white,balanced/ complex
Domaine Leflaive 2008  Bâtard-Montrachet,France,97,430,Burgundy,Chardonnay,white,"sweet, juicy, soft"
Domaine Leflaive 2008  Chevalier-Montrachet,France,97,550,Burgundy,Chardonnay,white,other white
Château La Mission Haut-Brion 2014  Pessac-Léognan,France,97,698,Bordeaux,Bordeaux-style White Blend,white,balanced/ complex
Salon 1996 Le Mesnil Blanc de Blancs Chardonnay (Champagne),France,97,350,Champagne,Chardonnay,white,balanced/ complex
Louis Jadot 2014  Corton-Charlemagne,France,97,184,Burgundy,Chardonnay,white,"dry, briny, crisp, acidic"
Olivier Leflaive 2014  Montrachet,France,97,886,Burgundy,Chardonnay,white,balanced/ complex
Lynmar 2014 La Sereinité Chardonnay (Russian River Valley),US,97,70,California,Chardonnay,white,balanced/ complex
Domaine Huët 2010 Le Mont Première Trie Moelleux  (Vouvray),France,97,69,Loire Valley,Chenin Blanc,white,balanced/ complex
Domaine Jean-Paul et Benoît Droin 2013 Les Clos Grand Cru  (Chablis),France,97,69,Burgundy,Chardonnay,white,balanced/ complex
Domaine Pinson 2012 Cuvée Authentique Les Clos Grand Cru  (Chablis),France,97,95,Burgundy,Chardonnay,white,other white
Louis Jadot 2013 Les Demoiselles  (Chevalier-Montrachet),France,97,476,Burgundy,Chardonnay,white,balanced/ complex
Château Coutet 2014  Barsac,France,97,45,Bordeaux,Bordeaux-style White Blend,white,balanced/ complex
Clos Haut-Peyraguey 2014  Sauternes,France,97,55,Bordeaux,Bordeaux-style White Blend,white,"dry, briny, crisp, acidic"
Royal Tokaji 2013 6 Puttonyos Aszú Gold Label  (Tokaji),Hungary,97,80,Tokaji,White Blend,white,balanced/ complex
Williams Selyem 2010 Allen Vineyard Chardonnay (Russian River Valley),US,97,50,California,Chardonnay,white,balanced/ complex
Domaine Leflaive 2006  Chevalier-Montrachet,France,97,574,Burgundy,Chardonnay,white,other white
Domaine Leflaive 2006  Bâtard-Montrachet,France,97,451,Burgundy,Chardonnay,white,balanced/ complex
Château Haut-Brion 2013  Pessac-Léognan,France,97,932,Bordeaux,Bordeaux-style White Blend,white,balanced/ complex
Schloss Johannisberger 2006 Trockenbeerenauslese Goldlack Riesling (Rheingau),Germany,97,486,Rheingau,Riesling,white,"sweet, juicy, soft"
Kracher 2010 Nouvelle Vague Nummer 9 Trockenbeerenauslese Chardonnay (Burgenland),Austria,97,90,Burgenland,Chardonnay,white,other white
Flowers 2011 Moon Select Chardonnay (Sonoma Coast),US,97,70,California,Chardonnay,white,other white
Domaine Leflaive 2008  Bienvenues Bâtard-Montrachet,France,97,410,Burgundy,Chardonnay,white,"dry, briny, crisp, acidic"
Avignonesi 1997 375ml  (Vin Santo di Montepulciano),Italy,97,170,Tuscany,White Blend,white,"sweet, juicy, soft"
Kracher 2013 Grande Cuvée Trockenbeerenauslese Nummer 6 Nouvelle Vague White (Burgenland),Austria,97,95,Burgenland,White Blend,white,balanced/ complex
René Muré 2015 Clos Saint Landelin Vorbourg Grand Cru Riesling (Alsace),France,97,50,Alsace,Riesling,white,"dry, briny, crisp, acidic"
Domaine Ostertag 2015 Muenchberg Grand Cru Riesling (Alsace),France,97,66,Alsace,Riesling,white,balanced/ complex
Domaine Zind-Humbrecht 2015 Clos Saint Urbain Rangen de Thann Grand Cru Riesling (Alsace),France,97,120,Alsace,Riesling,white,balanced/ complex
Trimbach 2014 Schlossberg Grand Cru Riesling (Alsace),France,97,100,Alsace,Riesling,white,other white
S.A. Prüm 2006 Wehlener Sonnenuhr Trockenbeerenauslese Erste Lage Riesling (Mosel),Germany,97,440,Mosel,Riesling,white,balanced/ complex
Ramey 2012 Ritchie Vineyard Chardonnay (Russian River Valley),US,97,65,California,Chardonnay,white,"sweet, juicy, soft"
Château d'Yquem 2005  Sauternes,France,97,800,Bordeaux,Bordeaux-style White Blend,white,"sweet, juicy, soft"
Schloss Johannisberger 2009 Trockenbeerenauslese Riesling (Rheingau),Germany,97,445,Rheingau,Riesling,white,balanced/ complex
Robert Weil 2009 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Germany,97,612,Rheingau,Riesling,white,other white
Louis Latour 2015  Montrachet,France,97,650,Burgundy,Chardonnay,white,balanced/ complex
Château Smith Haut Lafitte 2014  Pessac-Léognan,France,97,95,Bordeaux,Bordeaux-style White Blend,white,"dry, briny, crisp, acidic"
Rochioli 2010 South River Vineyard Chardonnay (Russian River Valley),US,97,60,California,Chardonnay,white,balanced/ complex
Geh. Rat Dr. von Bassermann-Jordan 2008 Deidesheimer Hohenmorgen Trockenbeerenauslese - 375 ml Riesling (Pfalz),Germany,97,245,Pfalz,Riesling,white,balanced/ complex
Dr. Pauly Bergweiler 2007 Bernkasteler Badstube Trockenbeerenauslese Riesling (Mosel-Saar-Ruwer),Germany,97,250,Mosel-Saar-Ruwer,Riesling,white,balanced/ complex
Schramsberg 1999 J. Schram 50 Late Disgorged  (North Coast),US,97,175,California,Champagne Blend,sparkling,"sweet, modest, fruity"
Taittinger 2008 Millésimé Brut  (Champagne),France,97,95,Champagne,Champagne Blend,sparkling,other sparkling
Moët & Chandon NV MC III Brut  (Champagne),France,97,450,Champagne,Champagne Blend,sparkling,"balanced, complex, moderate"
Louis Roederer 2009 Cristal Brut  (Champagne),France,97,249,Champagne,Champagne Blend,sparkling,"dry, crisp, briny, acidic"
Iron Horse 1997 Joy! Blanc de Blancs Sparkling (Green Valley),US,97,179,California,Sparkling Blend,sparkling,"balanced, complex, moderate"
Iron Horse NV Joy! Sparkling (Green Valley),US,97,147,California,Sparkling Blend,sparkling,"balanced, complex, moderate"
Château Figeac 2009  Saint-Émilion,France,96,280,Bordeaux,Bordeaux-style Red Blend,red,"light, fruity"
Château Léoville Poyferré 2009  Saint-Julien,France,96,200,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Tenuta Argentiera 2008 Argentiera  (Bolgheri Superiore),Italy,96,75,Tuscany,Red Blend,red,"full bodied, robust"
Château Haut-Brion 2009  Pessac-Léognan,France,96,1200,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Château Lynch-Bages 2009  Pauillac,France,96,195,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Château Mouton Rothschild 2009  Pauillac,France,96,1300,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Château Trotanoy 2009  Pomerol,France,96,400,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Château Beau-Séjour Bécot 2009  Saint-Émilion,France,96,75,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Wayfarer 2014 Mother Rock Pinot Noir (Fort Ross-Seaview),US,96,115,California,Pinot Noir,red,"medium bodied, balanced"
Donum 2013 Single Vineyard Reserve Pinot Noir (Russian River Valley),US,96,90,California,Pinot Noir,red,"medium bodied, balanced"
Wayfarer 2014 Paige's Ridge Pinot Noir (Fort Ross-Seaview),US,96,115,California,Pinot Noir,red,"light, fruity"
Calera 2013 Jensen Pinot Noir (Mt. Harlan),US,96,88,California,Pinot Noir,red,"full bodied, robust"
Giuseppe Rinaldi 2012 Brunate  (Barolo),Italy,96,146,Piedmont,Nebbiolo,red,"medium bodied, balanced"
Château Trotanoy 2010  Pomerol,France,96,475,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Mocali 2007 Riserva  (Brunello di Montalcino),Italy,96,73,Tuscany,Sangiovese Grosso,red,"full bodied, robust"
Kendall-Jackson 2004 Stature Red (Napa Valley),US,96,110,California,Bordeaux-style Red Blend,red,other
Rubicon Estate 2005 Rubicon Red (Rutherford),US,96,145,California,Bordeaux-style Red Blend,red,"full bodied, robust"
David Arthur 2006 Cabernet Sauvignon (Napa Valley),US,96,95,California,Cabernet Sauvignon,red,"full bodied, robust"
Château Ducru Beaucaillou 2014  Saint-Julien,France,96,130,Bordeaux,Bordeaux-style Red Blend,red,other
Château Mouton Rothschild 2014  Pauillac,France,96,400,Bordeaux,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Château Pétrus 2014  Pomerol,France,96,2500,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Ken Wright 2014 Bryce Vineyard Pinot Noir (Ribbon Ridge),US,96,63,Oregon,Pinot Noir,red,"medium bodied, balanced"
Le Chiuse 2012  Brunello di Montalcino,Italy,96,65,Tuscany,Sangiovese,red,"medium bodied, balanced"
Château Pontet-Canet 2014  Pauillac,France,96,110,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Epoch Estate Wines 2013 Block B Paderewski Vineyard Syrah (Paso Robles),US,96,90,California,Syrah,red,"medium bodied, balanced"
Stolo 2014 Estate Syrah (San Luis Obispo County),US,96,40,California,Syrah,red,"full bodied, robust"
Alloro 2014 Estate Justina Pinot Noir (Chehalem Mountains),US,96,85,Oregon,Pinot Noir,red,"full bodied, robust"
Biondi Santi 2012  Brunello di Montalcino,Italy,96,199,Tuscany,Sangiovese,red,"light, fruity"
Château Bélair-Monange 2014  Saint-Émilion,France,96,160,Bordeaux,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Château Valandraud 2014  Saint-Émilion,France,96,200,Bordeaux,Bordeaux-style Red Blend,red,"light, fruity"
Le Dôme 2014  Saint-Émilion,France,96,175,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Albino Rocca 2014 Ronchi  (Barbaresco),Italy,96,55,Piedmont,Nebbiolo,red,"medium bodied, balanced"
Brezza 2013 Sarmassa  (Barolo),Italy,96,70,Piedmont,Nebbiolo,red,"full bodied, robust"
Patricia Green Cellars 2015 Estate Vineyard Etzel Block Pinot Noir (Ribbon Ridge),US,96,60,Oregon,Pinot Noir,red,"medium bodied, balanced"
Albino Rocca 2014 Angelo  (Barbaresco),Italy,96,98,Piedmont,Nebbiolo,red,"medium bodied, balanced"
Hors Categorie 2014 Syrah (Walla Walla Valley (OR)),US,96,240,Oregon,Syrah,red,"medium bodied, balanced"
Château Lafite Rothschild 2011  Pauillac,France,96,685,Bordeaux,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Château Pontet-Canet 2011  Pauillac,France,96,105,Bordeaux,Bordeaux-style Red Blend,red,"full bodied, robust"
Isole e Olena 2010 Cepparello Sangiovese (Toscana),Italy,96,80,Tuscany,Sangiovese,red,"medium bodied, balanced"
Château Léoville Las Cases 2011  Saint-Julien,France,96,175,Bordeaux,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Leonetti Cellar 2008 Reserve Red (Walla Walla Valley (WA)),US,96,135,Washington,Bordeaux-style Red Blend,red,"full bodied, robust"
Domaine Dujac 2009 Clos de la Roche  (Clos de la Roche),France,96,304,Burgundy,Pinot Noir,red,other
Domaine Jacques Prieur 2009 Musigny  (Musigny),France,96,510,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Domaine Rossignol-Trapet 2011  Chambertin,France,96,240,Burgundy,Pinot Noir,red,"full bodied, robust"
Bouchard Père & Fils 2011 Le Corton  (Corton),France,96,115,Burgundy,Pinot Noir,red,"full bodied, robust"
Louis Jadot 2014  Corton-Pougets,France,96,116,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Mouchão 2011 Red (Alentejo),Portugal,96,55,Alentejo,Portuguese Red,red,"medium bodied, balanced"
Louis Jadot 2014  Echézeaux,France,96,231,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Il Colle 2011  Brunello di Montalcino,Italy,96,45,Tuscany,Sangiovese,red,"medium bodied, balanced"
Biondi Santi 2011 Riserva  (Brunello di Montalcino),Italy,96,540,Tuscany,Sangiovese,red,"medium bodied, balanced"
Louis Jadot 2014  Chambertin Clos de Bèze,France,96,474,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Keller Estate 2005 Precioso Pinot Noir (Sonoma Coast),US,96,150,California,Pinot Noir,red,"medium bodied, balanced"
Merry Edwards 2008 Klopp Ranch Méthode a L'Ancienne Pinot Noir (Russian River Valley),US,96,57,California,Pinot Noir,red,"medium bodied, balanced"
Horsepower 2013 The Tribe Vineyard Syrah (Walla Walla Valley (WA)),US,96,120,Washington,Syrah,red,"medium bodied, balanced"
Roche de Bellene 2014  Charmes-Chambertin,France,96,330,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Limerick Lane 2014 Rocky Knoll Estate Grown Zinfandel (Russian River Valley),US,96,58,California,Zinfandel,red,"medium bodied, balanced"
Clos de la Tech 2012 Domaine Du Docteur Rodgers Pinot Noir (Santa Cruz Mountains),US,96,102,California,Pinot Noir,red,"medium bodied, balanced"
Samsara 2008 Las Hermanas Vineyard Pinot Noir (Sta. Rita Hills),US,96,44,California,Pinot Noir,red,"full bodied, robust"
Standish 2005 The Standish Single Vineyard Shiraz (Barossa Valley),Australia,96,135,South Australia,Shiraz,red,"medium bodied, balanced"
W.H. Smith 2010 Hellenthal Vineyard Pinot Noir (Sonoma Coast),US,96,48,California,Pinot Noir,red,"medium bodied, balanced"
Quinta do Vale Meão 2011 Red (Douro),Portugal,96,80,Douro,Portuguese Red,red,"full bodied, robust"
Monteraponi 2010 Baron' Ugo Riserva  (Chianti Classico),Italy,96,63,Tuscany,Red Blend,red,"medium bodied, balanced"
Williams Selyem 2011 Weir Vineyard Pinot Noir (Yorkville Highlands),US,96,58,California,Pinot Noir,red,"full bodied, robust"
Quinta Vale Dona Maria 2011 Vinha do Rio Red (Douro),Portugal,96,90,Douro,Portuguese Red,red,"full bodied, robust"
Castello di Ama 2006 L'Apparita Merlot (Toscana),Italy,96,169,Tuscany,Merlot,red,"full bodied, robust"
Le Macchiole 2006 Paleo Cabernet Franc (Toscana),Italy,96,125,Tuscany,Cabernet Franc,red,"medium bodied, balanced"
Tenuta Sette Ponti 2007 Oreno Red (Toscana),Italy,96,100,Tuscany,Red Blend,red,"medium bodied, balanced"
Penfolds 1996 Grange Shiraz (South Australia),Australia,96,185,South Australia,Shiraz,red,"full bodied, robust"
Isole e Olena 2010  Chianti Classico,Italy,96,27,Tuscany,Red Blend,red,"full bodied, robust"
Hall 2007 Exzellenz Red Wine Sacrashe Vineyard Cabernet Sauvignon (Rutherford),US,96,165,California,Cabernet Sauvignon,red,"full bodied, robust"
Reynolds Family Winery 2007 Reserve Cabernet Sauvignon (Stags Leap District),US,96,89,California,Cabernet Sauvignon,red,"full bodied, robust"
Staglin 2007 INEO Red (Napa Valley),US,96,250,California,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Macauley 2007 Cabernet Sauvignon (Napa Valley),US,96,72,California,Cabernet Sauvignon,red,"full bodied, robust"
CVNE 2010 Real de Asúa  (Rioja),Spain,96,100,Northern Spain,Tempranillo Blend,red,"full bodied, robust"
Château du Cèdre 2012 GC Malbec (Cahors),France,96,120,Southwest France,Malbec,red,"medium bodied, balanced"
Luigi Oddero & Figli 2008 Vigna Rionda  (Barolo),Italy,96,131,Piedmont,Nebbiolo,red,"medium bodied, balanced"
Rivetto 2010 Briccolina  (Barolo),Italy,96,149,Piedmont,Nebbiolo,red,"light, fruity"
Attilio Ghisolfi 2011 Bussia Bricco Visette  (Barolo),Italy,96,79,Piedmont,Nebbiolo,red,"light, fruity"
Sandrone 2011 Cannubi Boschis  (Barolo),Italy,96,165,Piedmont,Nebbiolo,red,"light, fruity"
Williams Selyem 2013 Allen Vineyard Pinot Noir (Russian River Valley),US,96,82,California,Pinot Noir,red,"medium bodied, balanced"
Terralsole 2010 Riserva  (Brunello di Montalcino),Italy,96,89,Tuscany,Sangiovese,red,"medium bodied, balanced"
Fuligni 2010 Riserva  (Brunello di Montalcino),Italy,96,195,Tuscany,Sangiovese,red,"medium bodied, balanced"
Padelletti 2010 Riserva  (Brunello di Montalcino),Italy,96,115,Tuscany,Sangiovese,red,"full bodied, robust"
Canalicchio di Sopra 2010 Riserva  (Brunello di Montalcino),Italy,96,130,Tuscany,Sangiovese,red,"medium bodied, balanced"
Atalon 2006 Corestone Ridge Cabernet Sauvignon (Napa Valley),US,96,60,California,Cabernet Sauvignon,red,"medium bodied, balanced"
Bjornstad 2007 Hellenthal Vineyard Pinot Noir (Sonoma Coast),US,96,40,California,Pinot Noir,red,"medium bodied, balanced"
Paolo Scavino 2011 Rocche dell'Annunziata Riserva  (Barolo),Italy,96,190,Piedmont,Nebbiolo,red,"full bodied, robust"
ONX 2015 Reckoning Red (Templeton Gap District),US,96,58,California,Red Blend,red,other
Portfolio 2013 Limited Edition Red (Napa Valley),US,96,155,California,Bordeaux-style Red Blend,red,"full bodied, robust"
Talley 2010 Rosemary's Vineyard Pinot Noir (Arroyo Grande Valley),US,96,70,California,Pinot Noir,red,"light, fruity"
Cayuse 2011 Cailloux Vineyard Syrah (Walla Walla Valley (OR)),US,96,90,Oregon,Syrah,red,"light, fruity"
Cayuse 2011 Armada Vineyard God Only Knows Grenache (Walla Walla Valley (OR)),US,96,90,Oregon,Grenache,red,other
Famille Perrin 2010 Château de Beaucastel Red (Châteauneuf-du-Pape),France,96,120,Rhône Valley,Rhône-style Red Blend,red,"medium bodied, balanced"
Betz Family 2005 Le Parrain Red Wine Red (Columbia Valley (WA)),US,96,85,Washington,Red Blend,red,"medium bodied, balanced"
Louis Jadot 2005 Clos Saint Jacques Premier Cru  (Gevrey-Chambertin),France,96,125,Burgundy,Pinot Noir,red,"light, fruity"
Ojai 2005 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills),US,96,56,California,Pinot Noir,red,"medium bodied, balanced"
Biondi Santi 2001 Riserva  (Brunello di Montalcino),Italy,96,400,Tuscany,Sangiovese,red,"medium bodied, balanced"
Clos Mogador 2010 Red (Priorat),Spain,96,90,Catalonia,Red Blend,red,"light, fruity"
Quinta do Noval 2011 Vintage  (Port),Portugal,96,110,Port,Port,red,"full bodied, robust"
Quinta do Vale Meão 2011 Vintage  (Port),Portugal,96,66,Port,Port,red,"full bodied, robust"
Barão de Vilar 2011 Vintage  (Port),Portugal,96,100,Port,Port,red,"full bodied, robust"
Donkey & Goat 2012 Grenache Noir Grenache (El Dorado),US,96,27,California,Grenache,red,"medium bodied, balanced"
Johanneshof Reinisch 2013 Holzspur Pinot Noir (Thermenregion),Austria,96,80,Thermenregion,Pinot Noir,red,other
Château Calon Ségur 2013  Saint-Estèphe,France,96,65,Bordeaux,Bordeaux-style Red Blend,red,"light, fruity"
Feudi di San Gregorio 2012 Patrimo Merlot (Campania),Italy,96,105,Southern Italy,Merlot,red,"medium bodied, balanced"
Legacy 2006 Red (Alexander Valley),US,96,75,California,Bordeaux-style Red Blend,red,"medium bodied, balanced"
Thorn Clarke 2012 Ron Thorn Single Vineyard Shiraz (Barossa),Australia,96,89,South Australia,Shiraz,red,"medium bodied, balanced"
Domaine des Lambrays 2014  Clos de Lambrays,France,96,215,Burgundy,Pinot Noir,red,"full bodied, robust"
Henschke 2010 Hill of Grace Shiraz (Eden Valley),Australia,96,820,South Australia,Shiraz,red,"medium bodied, balanced"
Albert Bichot 2014 Domaine du Clos Frantin  (Chambertin),France,96,530,Burgundy,Pinot Noir,red,"full bodied, robust"
Mauro 2011 VS Tempranillo (Vino de la Tierra de Castilla y León),Spain,96,100,Northern Spain,Tempranillo,red,"full bodied, robust"
Paul Hobbs 2009 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (Oakville),US,96,275,California,Cabernet Sauvignon,red,"full bodied, robust"
Goldschmidt 2007 Plus Game Ranch Single Vineyard Selection Cabernet Sauvignon (Oakville),US,96,150,California,Cabernet Sauvignon,red,other
Zaca Mesa 2009 Black Bear Block Estate Grown and Bottled Syrah (Santa Ynez Valley),US,96,60,California,Syrah,red,"medium bodied, balanced"
Le Potazzine 2012  Brunello di Montalcino,Italy,96,85,Tuscany,Sangiovese,red,"medium bodied, balanced"
Baricci 2012  Brunello di Montalcino,Italy,96,50,Tuscany,Sangiovese,red,"light, fruity"
Laird 2010 Flat Rock Ranch Cabernet Sauvignon (Yountville),US,96,105,California,Cabernet Sauvignon,red,"light, fruity"
Von Strasser 2011 Estate Vineyard Cabernet Sauvignon (Diamond Mountain District),US,96,80,California,Cabernet Sauvignon,red,"full bodied, robust"
Marimar Estate 2010 Doña Margarita Vineyard Chico's Run Unfiltered Pinot Noir (Sonoma Coast),US,96,55,California,Pinot Noir,red,"full bodied, robust"
Roche de Bellene 2011  Bonnes-Mares,France,96,480,Burgundy,Pinot Noir,red,"medium bodied, balanced"
Roche de Bellene 2011  Chambertin,France,96,496,Burgundy,Pinot Noir,red,"full bodied, robust"
